dateUploaded,description,geo_status,hashtags,imgId,positionInStatus,searchTermUsed,url,user_id,user_name
Sun Jun 24 05:45:19 +0000 2018,RT @konnpic7: ガリガリ君ソーダ. https://t.co/FN5q8HVbv6,,[],1010476870268121088,1,Whale Shark,http://pbs.twimg.com/media/DgXvXBoUcAAC2D9.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 05:45:19 +0000 2018,RT @konnpic7: ガリガリ君ソーダ. https://t.co/FN5q8HVbv6,,[],1010476870280704000,2,Whale Shark,http://pbs.twimg.com/media/DgXvXBrUcAApPGz.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 05:45:19 +0000 2018,RT @konnpic7: ガリガリ君ソーダ. https://t.co/FN5q8HVbv6,,[],1010476870276562944,3,Whale Shark,http://pbs.twimg.com/media/DgXvXBqVQAALlVi.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 05:45:19 +0000 2018,RT @konnpic7: ガリガリ君ソーダ. https://t.co/FN5q8HVbv6,,[],1010476870284873728,4,Whale Shark,http://pbs.twimg.com/media/DgXvXBsUEAAug6i.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 05:44:25 +0000 2018,RT @PsychedelicArtv: https://t.co/U8GrCYQIY7,,[],1010167623311679489,1,Whale Shark,http://pbs.twimg.com/ext_tw_video_thumb/1010167623311679489/pu/img/xcrtYJO-T_YOhUCl.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 04:47:17 +0000 2018,"😱 #Soldes
    
🎮 Grand Theft Auto Online: Whale Shark Cash Card ▶ https://t.co/YEx4kNdipc

#BonPlan https://t.co/20MD3EGecA",,"[{u'tag': u'Soldes'}, {u'tag': u'BonPlan'}]",1010746125404516352,1,Whale Shark,http://pbs.twimg.com/media/DgbkPvLWsAAQroq.jpg,1377583728,Soldes Du Net
Sun Jun 24 04:42:09 +0000 2018,RT @Deanwrd: Forget the whale shark WTF is he driving? http://t.co/WwX8lSY7FI,,[],496417643801632768,1,Whale Shark,http://pbs.twimg.com/media/BuOhN4cIYAA6eOM.jpg,893875046900527104,❤️معاذحسن خان❤️
Sun Jun 24 04:37:34 +0000 2018,RT @Deanwrd: Forget the whale shark WTF is he driving? http://t.co/WwX8lSY7FI,,[],496417643801632768,1,Whale Shark,http://pbs.twimg.com/media/BuOhN4cIYAA6eOM.jpg,3058016756,Eiji Arai
Sun Jun 24 04:15:06 +0000 2018,"RT @FreshSqzDanny: Look at this fatso, less of a shark more of a WHALE amirite https://t.co/3AIln41JBs",,[],1010675551869157376,1,Whale Shark,http://pbs.twimg.com/media/DgakD0RVQAAJ-Wz.jpg,498600742,Slippery Wolfcoon
Sun Jun 24 04:10:06 +0000 2018,"RT @FreshSqzDanny: Look at this fatso, less of a shark more of a WHALE amirite https://t.co/3AIln41JBs",,[],1010675551869157376,1,Whale Shark,http://pbs.twimg.com/media/DgakD0RVQAAJ-Wz.jpg,543707547,نحيف
Sun Jun 24 02:56:08 +0000 2018,RT @shikaruneko: https://t.co/7usZsJQs6l,,[],1010715904504549376,1,Whale Shark,http://pbs.twimg.com/media/DgbIwpjU0AAtxzQ.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:50 +0000 2018,RT @shota_: しかもね、次回の作画監督、爲我井克実さんなんですよ。『ふたりはプリキュア』第1話とか“伝説の8話”と同じ、爲我井さん。予告で伝統のアレを見て猛烈に感動してる。 #precure https://t.co/nYbSgpqrxQ,,[{u'tag': u'precure'}],1010701597259661312,1,Whale Shark,http://pbs.twimg.com/media/Dga7v26VAAAZ_mo.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:50 +0000 2018,RT @shota_: しかもね、次回の作画監督、爲我井克実さんなんですよ。『ふたりはプリキュア』第1話とか“伝説の8話”と同じ、爲我井さん。予告で伝統のアレを見て猛烈に感動してる。 #precure https://t.co/nYbSgpqrxQ,,[{u'tag': u'precure'}],1010702042183036928,2,Whale Shark,http://pbs.twimg.com/media/Dga8JwYU8AAZmqL.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:50 +0000 2018,RT @shota_: しかもね、次回の作画監督、爲我井克実さんなんですよ。『ふたりはプリキュア』第1話とか“伝説の8話”と同じ、爲我井さん。予告で伝統のアレを見て猛烈に感動してる。 #precure https://t.co/nYbSgpqrxQ,,[{u'tag': u'precure'}],1010702054694645760,3,Whale Shark,http://pbs.twimg.com/media/Dga8Ke_U8AAefa0.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:50 +0000 2018,RT @shota_: しかもね、次回の作画監督、爲我井克実さんなんですよ。『ふたりはプリキュア』第1話とか“伝説の8話”と同じ、爲我井さん。予告で伝統のアレを見て猛烈に感動してる。 #precure https://t.co/nYbSgpqrxQ,,[{u'tag': u'precure'}],1010702068007366656,4,Whale Shark,http://pbs.twimg.com/media/Dga8LQlU8AAIo1C.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:22 +0000 2018,RT @O1147O: あ！音割れスーモ❗️ https://t.co/pHHTkzEiIx,,[],1010046854682181633,1,Whale Shark,http://pbs.twimg.com/ext_tw_video_thumb/1010046854682181633/pu/img/Fp_h3gOHgdQm3PnG.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:14 +0000 2018,"RT @vgvd: 📷透明写真の魔法📷
🔎 https://t.co/1Qvehc86er

心が浄化されるような透明感を感る雑貨がたくさん♪
透明な写真ならでは幻想的な雰囲気を味わってみて🌇 https://t.co/3JkcB1lfvy",,[],1010704068245884929,1,Whale Shark,http://pbs.twimg.com/media/Dga9_sDWkAEHcWt.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:14 +0000 2018,"RT @vgvd: 📷透明写真の魔法📷
🔎 https://t.co/1Qvehc86er

心が浄化されるような透明感を感る雑貨がたくさん♪
透明な写真ならでは幻想的な雰囲気を味わってみて🌇 https://t.co/3JkcB1lfvy",,[],1010704068623458304,2,Whale Shark,http://pbs.twimg.com/media/Dga9_tdX4AAEbNo.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:55:14 +0000 2018,"RT @vgvd: 📷透明写真の魔法📷
🔎 https://t.co/1Qvehc86er

心が浄化されるような透明感を感る雑貨がたくさん♪
透明な写真ならでは幻想的な雰囲気を味わってみて🌇 https://t.co/3JkcB1lfvy",,[],1010704068640206853,3,Whale Shark,http://pbs.twimg.com/media/Dga9_thXcAUhGSm.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:54:40 +0000 2018,RT @twi_yon: 【ください】にとりささみ『ふしぎねこのきゅーちゃん』 https://t.co/j17WeIwDpI #ツイ4 https://t.co/0dgtukiAGb,,[{u'tag': u'ツイ4'}],1010643738962456576,1,Whale Shark,http://pbs.twimg.com/tweet_video_thumb/DgaHID9UcAA7pnH.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:54:09 +0000 2018,RT @mmkemio: 今日も元気そうウチ https://t.co/xHp7g0aX2Q,,[],1010695480563494913,1,Whale Shark,http://pbs.twimg.com/ext_tw_video_thumb/1010695480563494913/pu/img/OoGUfKvko5nBRagS.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:53 +0000 2018,"RT @vgvd: 🐱脱走シリーズネックレス🐱
🔎 https://t.co/KDs5QY2GRo

そろえると猫ちゃんの脱走ストーリーが完成するアイデアネックレス！
これは並べたくなっちゃう！！ https://t.co/XYKnRMUskM",,[],1010689002859585537,1,Whale Shark,http://pbs.twimg.com/media/DgawSxHW4AEtZMS.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:53 +0000 2018,"RT @vgvd: 🐱脱走シリーズネックレス🐱
🔎 https://t.co/KDs5QY2GRo

そろえると猫ちゃんの脱走ストーリーが完成するアイデアネックレス！
これは並べたくなっちゃう！！ https://t.co/XYKnRMUskM",,[],1010689000976343040,2,Whale Shark,http://pbs.twimg.com/media/DgawSqGW4AA-6tf.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:53 +0000 2018,"RT @vgvd: 🐱脱走シリーズネックレス🐱
🔎 https://t.co/KDs5QY2GRo

そろえると猫ちゃんの脱走ストーリーが完成するアイデアネックレス！
これは並べたくなっちゃう！！ https://t.co/XYKnRMUskM",,[],1010689001253109761,3,Whale Shark,http://pbs.twimg.com/media/DgawSrIWAAEY1hc.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:47 +0000 2018,RT @Senti_official: たねあかし https://t.co/OtrVXV0wJV,,[],1010674872081526785,1,Whale Shark,http://pbs.twimg.com/media/DgajcP3VMAEmA2o.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:45 +0000 2018,"RT @Senti_official: 夏に　向けての　特別演目を　練習中
シャッポ団長の　大変身に　みんなびっくり！？ https://t.co/ba5lfaJsOI",,[],1010674367976468480,1,Whale Shark,http://pbs.twimg.com/media/Dgai-57UcAAcHkY.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:39 +0000 2018,"RT @artluno: Dean Bradshaw (ディーン・ブラッドショー)

アメリカの写真家、ディレクター。
スポーツで汗を流すシニア世代の姿を捉えた写真シリーズです。
https://t.co/YxmN1GioQo https://t.co/0SQpYzcpyD",,[],1010663506134200322,1,Whale Shark,http://pbs.twimg.com/media/DgaZGqaUcAINcr5.jpg,912342686408966144,🌼🌼🌼
Sun Jun 24 02:53:39 +0000 2018,"RT @artluno: Dean Bradshaw (ディーン・ブラッドショー)

アメリカの写真家、ディレクター。
スポーツで汗を流すシニア世代の姿を捉えた写真シリーズです。
https://t.co/YxmN1GioQo https://t.co/0SQpYzcpyD",,[],1010663506134237184,2,Whale Shark,http://pbs.twimg.com/media/DgaZGqaVAAA-Cln.jpg,912342686408966144,🌼🌼🌼
