dateUploaded,description,geo_status,hashtags,imgId,positionInStatus,searchTermUsed,url,user_id,user_name
Wed Jun 20 00:06:27 +0000 2018,RT @welcomet0nature: Close encounter with a beautiful Whale Shark La Paz Baja California Sur https://t.co/DyPb2dwzcf,,[],1008174773426323456,1,Whale Shark,http://pbs.twimg.com/media/Df3BnWmWAAAfHgb.jpg,924829876296626176,yura
Wed Jun 20 00:05:46 +0000 2018,RT @zooanimalspics: Close encounter with a beautiful Whale Shark La Paz Baja California Sur https://t.co/Hbbr8Qz75E,,[],1008174773426323456,1,Whale Shark,http://pbs.twimg.com/media/Df3BnWmWAAAfHgb.jpg,1000379821,Alberto de Lucía
Wed Jun 20 00:02:53 +0000 2018,RT @anyuk29: UCC 2018 when Yoojin put flower crown on Hyunsik shark or whale? Lol https://t.co/SjLq6tRj0t,,[],1007995087253458949,1,Whale Shark,http://pbs.twimg.com/ext_tw_video_thumb/1007995087253458949/pu/img/uf5zzC8JuoLI6wdU.jpg,1257656809,임현식🐺Immanuel
Tue Jun 19 23:55:11 +0000 2018,RT @welcomet0nature: Close encounter with a beautiful Whale Shark La Paz Baja California Sur https://t.co/DyPb2dwzcf,,[],1008174773426323456,1,Whale Shark,http://pbs.twimg.com/media/Df3BnWmWAAAfHgb.jpg,585449610,Bellz Webster
Tue Jun 19 23:52:24 +0000 2018,RT @zooanimalspics: Close encounter with a beautiful Whale Shark La Paz Baja California Sur https://t.co/Hbbr8Qz75E,,[],1008174773426323456,1,Whale Shark,http://pbs.twimg.com/media/Df3BnWmWAAAfHgb.jpg,106590340,Angela Farias
Tue Jun 19 23:44:34 +0000 2018,RT @zooanimalspics: Close encounter with a beautiful Whale Shark La Paz Baja California Sur https://t.co/Hbbr8Qz75E,,[],1008174773426323456,1,Whale Shark,http://pbs.twimg.com/media/Df3BnWmWAAAfHgb.jpg,386294234,MaríaMasGuasare
Tue Jun 19 23:44:32 +0000 2018,RT @jonblissart: @DuckDraw Whale shark! https://t.co/vbRCiC9wsK,,[],1009199238650171393,1,Whale Shark,http://pbs.twimg.com/media/DgFlXE9WkAEcqu2.jpg,867072487342968832,irumas amano
Tue Jun 19 23:44:32 +0000 2018,RT @jonblissart: @DuckDraw Whale shark! https://t.co/vbRCiC9wsK,,[],1009199238633394177,2,Whale Shark,http://pbs.twimg.com/media/DgFlXE5WkAE_W9e.jpg,867072487342968832,irumas amano
Tue Jun 19 23:44:32 +0000 2018,RT @jonblissart: @DuckDraw Whale shark! https://t.co/vbRCiC9wsK,,[],1009199238675402752,3,Whale Shark,http://pbs.twimg.com/media/DgFlXFDXkAAVZVB.jpg,867072487342968832,irumas amano
Tue Jun 19 23:44:32 +0000 2018,RT @jonblissart: @DuckDraw Whale shark! https://t.co/vbRCiC9wsK,,[],1009199238696325120,4,Whale Shark,http://pbs.twimg.com/media/DgFlXFIW0AACf7O.jpg,867072487342968832,irumas amano
