dateUploaded,description,geo_status,hashtags,imgId,positionInStatus,searchTermUsed,url,user_id,user_name
Sun Jun 17 20:24:48 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,712663776449921024,Savannah Gardner
Sun Jun 17 20:24:48 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,712663776449921024,Savannah Gardner
Sun Jun 17 20:24:48 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,712663776449921024,Savannah Gardner
Sun Jun 17 18:29:16 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,2709863573,Savs
Sun Jun 17 18:29:16 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,2709863573,Savs
Sun Jun 17 18:29:16 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,2709863573,Savs
Sun Jun 17 16:44:19 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,931706212000980992,Savannah Roys
Sun Jun 17 16:44:19 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,931706212000980992,Savannah Roys
Sun Jun 17 16:44:19 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,931706212000980992,Savannah Roys
Sun Jun 17 15:53:41 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,135720849,coffee bean
Sun Jun 17 15:53:41 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,135720849,coffee bean
Sun Jun 17 15:53:41 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,135720849,coffee bean
Sun Jun 17 09:03:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,925202167480311808,Sav🏳️‍🌈
Sun Jun 17 09:03:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,925202167480311808,Sav🏳️‍🌈
Sun Jun 17 09:03:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,925202167480311808,Sav🏳️‍🌈
Sun Jun 17 05:42:09 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,736640679011569664,savannah!
Sun Jun 17 05:42:09 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,736640679011569664,savannah!
Sun Jun 17 05:42:09 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,736640679011569664,savannah!
Sun Jun 17 04:51:00 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,2438766480,Savannah (nana)
Sun Jun 17 04:51:00 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,2438766480,Savannah (nana)
Sun Jun 17 04:51:00 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,2438766480,Savannah (nana)
Sun Jun 17 01:09:58 +0000 2018,RT @vannsmole: A baby elephant being born ..and the herd rushes in to celebrate❤ https://t.co/e3j766oV5u,,[],1006000122617040896,1,Savannah Elephant,http://pbs.twimg.com/ext_tw_video_thumb/1006000122617040896/pu/img/Y4xBBBwjVFg7Pppc.jpg,2232274982,savannah kiara🦄
Sat Jun 16 23:19:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,515983900,Savannah Partee
Sat Jun 16 23:19:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,515983900,Savannah Partee
Sat Jun 16 23:19:15 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,515983900,Savannah Partee
Sat Jun 16 22:00:51 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291100229632,1,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9KV4AAJNwy.jpg,2956943970,sav🌻
Sat Jun 16 22:00:51 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291112714240,2,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9NUYAAc-XN.jpg,2956943970,sav🌻
Sat Jun 16 22:00:51 +0000 2018,RT @LandrySutton: Rare elephant strawberry RT for good luck ignore for 11 years bad luck https://t.co/MvLx68IDKF,,[],1007662291108573184,3,Savannah Elephant,http://pbs.twimg.com/media/Dfvvg9MVMAAVzLv.jpg,2956943970,sav🌻
Sun Jun 10 12:03:33 +0000 2018,"RT @JudyWhitton: New artwork for sale! - ""Masai Giraffe"" - https://t.co/6PfuOhbFjV @fineartamerica https://t.co/3N3A1fDMap",,[],1004149309284212736,1,Masai Giraffe,http://pbs.twimg.com/media/De90egFW4AAqW1m.jpg,2956193787,Judy Whitton
Sun Jun 10 09:16:35 +0000 2018,"RT @saitamakita: ケニアのマサイマラ国立保護区で発見されたキリングギドラ
http://t.co/442B4KcWCu http://t.co/t8HL2FftNN",,[],656101017554030592,1,Masai Giraffe,http://pbs.twimg.com/media/CRrwZjgUkAAzLWe.jpg,97148534,ホの字
Tue Jun 19 23:04:42 +0000 2018,"RT @UberFacts: This baby hippo’s best friend is a baby rhino, and he loves her more than anything. 💛 https://t.co/jGYSSg4iuW",,[],974288977397088261,1,Black Rhino,http://pbs.twimg.com/media/DYVfpIaVQAALZJq.jpg,451253956,Sensei Kal🥋
Tue Jun 19 19:13:11 +0000 2018,LEGO MARVEL SUPER HEROES BLACK PANTHER RHINO FACE-OFF BY THE MINE 76099 https://t.co/0Dz0mvoveO https://t.co/iG3qM2bNLD,,[],1009152129171275776,1,Black Rhino,http://pbs.twimg.com/media/DgE6g8eVQAATCmM.jpg,883554720228425728,BuyingToys
Tue Jun 19 14:08:13 +0000 2018,"Three of the five surviving rhino species – the black, Javan and Sumatran – are Critically Endangered #OpFunKill https://t.co/rWxP3xrvAh",,[{u'tag': u'OpFunKill'}],874325205736452096,1,Black Rhino,http://pbs.twimg.com/tweet_video_thumb/DCI6JGoXcAA4UXj.jpg,2237106438,save cetaceans
Tue Jun 19 12:35:04 +0000 2018,"The eye of the #leopard - looked into by Byron Grobler. 
#pilanesbergmoments https://t.co/JLZxiKyBgZ",,"[{u'tag': u'leopard'}, {u'tag': u'pilanesbergmoments'}]",1009051940360245248,1,Black Rhino,http://pbs.twimg.com/media/DgDfZMEXUAARvX4.jpg,937597026371604480,Black Rhino
Tue Jun 19 11:00:04 +0000 2018,Free vector: Black Rhino Hand Drawn On Black and White: https://t.co/zEwpXXKzwY https://t.co/us3rkXF6d4,,[],1009028029924958208,1,Black Rhino,http://pbs.twimg.com/media/DgDJpawW4AAA2sK.jpg,889575772322619392,Stockio
Tue Jun 19 04:17:18 +0000 2018,Closest thing to Black Panther vs. The Rhino I guess. https://t.co/jIN0korXJT,,[],1008926638074093568,1,Black Rhino,http://pbs.twimg.com/ext_tw_video_thumb/1008926638074093568/pu/img/ezn9xOSRtyl7KCbh.jpg,3045173800,Miles MRohales
Tue Jun 19 13:11:03 +0000 2018,"If this rhino's pregnancy is successful, an entire subspecies could rise again https://t.co/STfRHhkBt7 #Endangered https://t.co/j5CbmHI2t2",,[{u'tag': u'Endangered'}],1009060995262746624,1,White Rhino,http://pbs.twimg.com/media/DgDnoQNWkAAeWt6.jpg,16550480,MotherNatureNetwork
Tue Jun 19 21:13:08 +0000 2018,RT @AMAZlNGNATURE: Southern White Rhino calf racing its mother 🦏 https://t.co/I6q0XKlIn2,,[],1006549637019209728,1,White Rhino,http://pbs.twimg.com/ext_tw_video_thumb/1006549637019209728/pu/img/ISInUe-JTd_6mKTx.jpg,918558111295733761,Gavin Cleveland
Tue Jun 19 18:17:55 +0000 2018,RT @AMAZlNGNATURE: Southern White Rhino calf racing its mother 🦏 https://t.co/I6q0XKlIn2,,[],1006549637019209728,1,White Rhino,http://pbs.twimg.com/ext_tw_video_thumb/1006549637019209728/pu/img/ISInUe-JTd_6mKTx.jpg,1006577686146310144,@rwg
Mon Jun 11 21:15:22 +0000 2018,"Where you can swim with sea lions, humpback whales, dolphins, great white sharks and more https://t.co/cX22SamjKu https://t.co/K6gOeXjbrZ",,[],1006283772105494528,1,Humpback Whales,http://pbs.twimg.com/media/DfcJwluWkAAXIWo.jpg,16211434,Travel + Leisure
Tue Jun 19 23:43:53 +0000 2018,"RT @Ryanintheus: Who'd like to be on this boat? 🛥
Beautiful humpback whales! 🐋💙
#nature #travel #whales 

https://t.co/w3q6fvL9OT",,"[{u'tag': u'nature'}, {u'tag': u'travel'}, {u'tag': u'whales'}]",997860021949022209,1,Humpback Whales,http://pbs.twimg.com/ext_tw_video_thumb/997860021949022209/pu/img/QiMA4Ej663d9_lhq.jpg,897252130997882882,Islanders Fan 03
Tue Jun 19 15:38:54 +0000 2018,RT @MostWowFacts: Humpback whales let dolphins ride them https://t.co/2hKAwU8wp6,,[],931976557261754368,1,Humpback Whales,http://pbs.twimg.com/media/DO8LvbKUEAAohZK.jpg,344858648,William Jones
Mon Jun 18 19:48:01 +0000 2018,Looks like Mike just showed some visitors why you should never turn your back on a tiger https://t.co/bIoPW6KQGI https://t.co/lze5EsHSG7,,[],1008797874274983936,1,Tiger,http://pbs.twimg.com/ext_tw_video_thumb/1008797874274983936/pu/img/S0c01mha9P1mGhlV.jpg,40288957,WBRZ News
Tue Jun 19 09:05:13 +0000 2018,『TIGER ＆ BUNNY』より「バーナビー・ブルックス Jr.」の12インチフィギュアは6/20(水)23時ご予約締切！衣類は布製で丁寧に再現♪ #tigerbunny https://t.co/9bk4Hn89Ob https://t.co/Agn1xM6PLq,,[{u'tag': u'tigerbunny'}],1008999127638630405,1,Tiger,http://pbs.twimg.com/media/DgCvXFWUYAUWgmU.jpg,211093373,プレミアムバンダイ
Wed Jun 20 00:26:46 +0000 2018,RT @l_love_nature: Majestic white tiger 🐅 https://t.co/OU4GPIukUW,,[],1009222028937781248,1,Tiger,http://pbs.twimg.com/media/DgF6FpZV4AAbOyP.jpg,3688149552,The Late Shirohige
Wed Jun 20 00:26:32 +0000 2018,RT @H8MIKEY: @KanyeWest Furious Tiger🐯 https://t.co/nusXEU0LlA,,[],936757502770900993,1,Tiger,http://pbs.twimg.com/media/DQAH_FFXcAEQsNQ.jpg,740470676629360640,ⓘⓒⓞⓝⓘⓒ ⓓⓐⓓⓓⓨ
Wed Jun 20 00:26:24 +0000 2018,RT @twi_yon: 【ふんぱつ】にとりささみ『ふしぎねこのきゅーちゃん』 https://t.co/oDowuYkXHL #ツイ4 https://t.co/meSsoy1ZEj,,[{u'tag': u'ツイ4'}],1009194185369370624,1,Tiger,http://pbs.twimg.com/media/DgFgw8BUwAAOP6J.jpg,160186939,ことらのこ
Wed Jun 20 00:25:56 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761354706944,1,Tiger,http://pbs.twimg.com/media/DgEsia5V4AA9lDS.jpg,2915780356,Lary
Wed Jun 20 00:25:56 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761350455297,2,Tiger,http://pbs.twimg.com/media/DgEsia4VAAE8ZTE.jpg,2915780356,Lary
Wed Jun 20 00:25:52 +0000 2018,RT @RKSPlaysStuff: @sonic Tiger blood slush? #SDLive https://t.co/cWg0WAmbgm,,[{u'tag': u'SDLive'}],1009230489788575744,1,Tiger,http://pbs.twimg.com/tweet_video_thumb/DgGByIhXcAAAdaK.jpg,2204588090,erica logwood
Wed Jun 20 00:25:23 +0000 2018,@MrsDrLupo @FrankieMelrose @Ninja @timthetatman  https://t.co/feGgC0gwUJ,,[],1009230680339963910,1,Tiger,http://pbs.twimg.com/tweet_video_thumb/DgGB9OYW4AYVJMV.jpg,145280361,ChucktownTiger
Wed Jun 20 00:25:08 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761354706944,1,Tiger,http://pbs.twimg.com/media/DgEsia5V4AA9lDS.jpg,893065802970038274,иατиι.κ🍑
Wed Jun 20 00:25:08 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761350455297,2,Tiger,http://pbs.twimg.com/media/DgEsia4VAAE8ZTE.jpg,893065802970038274,иατиι.κ🍑
Wed Jun 20 00:24:43 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761354706944,1,Tiger,http://pbs.twimg.com/media/DgEsia5V4AA9lDS.jpg,879642856842944512,BANGTAN BOYS
Wed Jun 20 00:24:43 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761350455297,2,Tiger,http://pbs.twimg.com/media/DgEsia4VAAE8ZTE.jpg,879642856842944512,BANGTAN BOYS
Wed Jun 20 00:24:40 +0000 2018,RT @AndreiAndrei63: Tiger in the wild. https://t.co/DBROyWXXGt,,[],1008205418777272325,1,Tiger,http://pbs.twimg.com/media/Df3dfJbX4AUjLd9.jpg,2801655380,CALLAS wagner
Wed Jun 20 00:24:36 +0000 2018,@sonic Tiger blood slush? #SDLive https://t.co/cWg0WAmbgm,,[{u'tag': u'SDLive'}],1009230489788575744,1,Tiger,http://pbs.twimg.com/tweet_video_thumb/DgGByIhXcAAAdaK.jpg,2171618857,blank
Wed Jun 20 00:24:30 +0000 2018,@msmorganjarrett Sending you my biggest bestest tiger hug. https://t.co/61VXhs2OuT,,[],1009230465683714050,1,Tiger,http://pbs.twimg.com/tweet_video_thumb/DgGBwuuUcAI1Ul8.jpg,240516505,JC's #DomVision™ 🐯
Wed Jun 20 00:24:18 +0000 2018,RT @Skratch: AK getting a call from Tiger on a flip phone is pure nostalgia. https://t.co/uhzzabwTHT,,[],1009174352946921473,1,Tiger,http://pbs.twimg.com/media/DgFRB3aW0AAOujR.jpg,424644761,Chris Kopack
Wed Jun 20 00:24:15 +0000 2018,RT @koma_shio: 古都のアニメイトが全力で谷垣を推してくるんだけど、推し方がおかしい https://t.co/31QpIcDM8p,,[],1008942898727940096,1,Tiger,http://pbs.twimg.com/media/DgB8OIVU8AATRao.jpg,61826496,TIGER
Wed Jun 20 00:24:15 +0000 2018,RT @koma_shio: 古都のアニメイトが全力で谷垣を推してくるんだけど、推し方がおかしい https://t.co/31QpIcDM8p,,[],1008942898685964289,2,Tiger,http://pbs.twimg.com/media/DgB8OILUcAEoNRS.jpg,61826496,TIGER
Wed Jun 20 00:24:12 +0000 2018,RT @NTR2NTRFans: Young Tiger #NTR at #Dhee10Finals @tarak9999 #Dhee10 https://t.co/5ua2XLwvD7,,"[{u'tag': u'NTR'}, {u'tag': u'Dhee10Finals'}, {u'tag': u'Dhee10'}]",1009096501136510976,1,Tiger,http://pbs.twimg.com/media/DgEH695U0AAr_5U.jpg,762803570,praveenkumar.T
Wed Jun 20 00:24:07 +0000 2018,RT @sumoguri_shun: 地震で風呂の壁が崩壊して、ヤバそうな文字が出てきました。 https://t.co/EXU7Hawxmq,,[],1008587958805356544,1,Tiger,http://pbs.twimg.com/media/Df85Z6FUYAAeR07.jpg,711609388188893184,被災した虎ちゃん[STOLZ][LS]
Wed Jun 20 00:23:47 +0000 2018,RT @hontounoyuyuta: ゴールを決めても一切感情を表に出さないスポーツマンの鑑 https://t.co/f6fylxX8Yr,,[],1009074489433264128,1,Tiger,http://pbs.twimg.com/media/DgDz5t6UEAA6Lyd.jpg,711609388188893184,被災した虎ちゃん[STOLZ][LS]
Wed Jun 20 00:23:47 +0000 2018,RT @hontounoyuyuta: ゴールを決めても一切感情を表に出さないスポーツマンの鑑 https://t.co/f6fylxX8Yr,,[],1009074489416507392,2,Tiger,http://pbs.twimg.com/media/DgDz5t2UYAAFCQ1.jpg,711609388188893184,被災した虎ちゃん[STOLZ][LS]
Wed Jun 20 00:23:44 +0000 2018,"RT @loveyoucherry00: Izzy Bizu-White Tiger
#노래추천 #음악추천 https://t.co/sK0tp2GlKX",,"[{u'tag': u'노래추천'}, {u'tag': u'음악추천'}]",1006159351013228544,1,Tiger,http://pbs.twimg.com/media/DfaYmVCUwAA1Gb2.jpg,942048095629537280,stevenn3414
Wed Jun 20 00:23:38 +0000 2018,RT @l_love_nature: Majestic white tiger 🐅 https://t.co/OU4GPIukUW,,[],1009222028937781248,1,Tiger,http://pbs.twimg.com/media/DgF6FpZV4AAbOyP.jpg,354308976,H.BurakBÖLÜKBAŞI🇹🇷
Wed Jun 20 00:23:34 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761354706944,1,Tiger,http://pbs.twimg.com/media/DgEsia5V4AA9lDS.jpg,848038911456624640,🍬FEFAV🍬
Wed Jun 20 00:23:34 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761350455297,2,Tiger,http://pbs.twimg.com/media/DgEsia4VAAE8ZTE.jpg,848038911456624640,🍬FEFAV🍬
Wed Jun 20 00:23:33 +0000 2018,RT @LordZedd15: @kenklippenstein Tiger doesn't know you but loves you anyway. There are no strangers to Tiger. https://t.co/Mvb7IvWpx4,,[],1009170420552032256,1,Tiger,http://pbs.twimg.com/media/DgFLJpLV4AAetKW.jpg,897252130997882882,Islanders Fan 03
Wed Jun 20 00:22:52 +0000 2018,RT @l_love_nature: Majestic white tiger 🐅 https://t.co/OU4GPIukUW,,[],1009222028937781248,1,Tiger,http://pbs.twimg.com/media/DgF6FpZV4AAbOyP.jpg,3092157118,wrlingtn@gmail.com
Wed Jun 20 00:22:45 +0000 2018,RT @YNmasayasu: スーパークール式拡張システムに変えられてから乗りもしない車輌に拡張を全て乗せられる事なんて無いと思ってたけどやっと乗せられる時代になった https://t.co/qnbD32zq8B,,[],1009219823518093312,1,Tiger,http://pbs.twimg.com/ext_tw_video_thumb/1009219823518093312/pu/img/OSekMfWMYXr_D7S6.jpg,711609388188893184,被災した虎ちゃん[STOLZ][LS]
Wed Jun 20 00:22:44 +0000 2018,RT @KollegeKidd: Tiger tried to catch kids lackin 😮 https://t.co/CzWo3P87Fm,,[],1008855924897767424,1,Tiger,http://pbs.twimg.com/ext_tw_video_thumb/1008855924897767424/pu/img/yjPKXmtHUIbX_u5Y.jpg,889559182822834176,Miles Morales
Wed Jun 20 00:22:37 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761354706944,1,Tiger,http://pbs.twimg.com/media/DgEsia5V4AA9lDS.jpg,885681472287367168,kath ; ia bc werkin'
Wed Jun 20 00:22:37 +0000 2018,RT @kthjjg: a happy tiger and a happy bunny 💕 https://t.co/I8nTmhs1VU,,[],1009136761350455297,2,Tiger,http://pbs.twimg.com/media/DgEsia4VAAE8ZTE.jpg,885681472287367168,kath ; ia bc werkin'
